;user_id;tweet_id;location;source;hashtags
372754;901808215930916864;1190231498500329473;Seoul, Republic of Korea;Twitter for iPhone;'MAMAVOTE', 'BTS', '?????'
372786;814103658677862400;1190231512001732608;Brasil;Twitter for Android;'bts', 'BTSArmy'
372802;930009149886234624;1190231518997671936;Indonesia;Twitter for Android;
372831;891771953576644608;1190231536379011074;Seoul, Republic of Korea;Twitter for iPhone;
372862;1120478947211276289;1190231554351460352;Republic of the Philippines;Twitter for Android;
372879;915111026097401857;1190231563604115456;?????????????, ?????????;Twitter for iPhone;
372902;948224488318976001;1190231574681251840;?????????;Twitter for Android;'RM', '??', '???', '?????', 'BTS', 'SOLID_RM'
372941;1079985161058406400;1190231594071547904;????;Twitter for iPhone;'?????', 'BTS'
372955;1113762083399540736;1190231599373094913;Malaysia;Twitter for Android;
372987;956729499319648256;1190231614346809344;?????????;Twitter for Android;'speakyourselfthefinal', 'BTS_SY_FINAL', 'LoveYourselfSpeakYourself', 'JIN', 'BTS', '???'
373061;736568666565664769;1190231649943879680;?????????????, ?????????;Twitter for iPhone;'??', 'JUNGKOOK', '?????', 'BTS'
373146;755924551993794561;1190231705321230336;United States;Twitter for iPhone;
373152;1164989482686455808;1190231709905760256;United States;Twitter for iPhone;'MAMAVOTE', 'BTS'
373185;1000595442403495937;1190231726108246018;?????????????, ?????????;Twitter for Android;'BTS', '?????', 'MakeItRight'
373218;1135938458;1190231741295812608;????;Twitter for Android;'?????', 'BTS'
373228;1091575438306996224;1190231745028751361;Seoul, Republic of Korea;Twitter for Android;'??', 'BTS', 'JUNGKOOK'
373250;1171926008;1190231758106529792;Malaysia;Twitter for Android;'BTS', '?????', 'MakeItRight'
373280;1005351478037377024;1190231771268300800;??;Twitter for Android;'BTS', '?????', 'MakeItRight'
373316;372135744;1190231789605990401;Brasil;Twitter for Android;'BTS', '?????', 'MakeItRigh'
373400;1010900969163493376;1190231825555378176;Brasil;Twitter for Android;'JHope', '???', '???', '??', 'BTS', '?????'
373536;1058742002831908864;1190231885059772417;Republic of the Philippines;Twitter for Android;
373557;1089274546581004289;1190231894350155777;Indonesia;Twitter for Android;'BTS', '?????', 'MakeItRight'
373589;446921113;1190231907654438912;??;Twitter for Android;'MAMAVOTE', 'bts'
373610;963962166998065152;1190231918949724160;????;Twitter for iPhone;
373611;1036160534821752832;1190231919528566789;????;Twitter for iPhone;'?????', '?????????', '?????????', 'BTS'
373640;3191617994;1190231933915037696;Republic of the Philippines;Twitter for Android;'BTS'
373658;1098130724815745029;1190231940554575874;????;Twitter for Android;'JIN'
373667;1012959715012182016;1190231945143181312;????;Twitter for iPhone;'??', '??', 'RM', 'BTS'
373906;1064534687417319430;1190232077922439170;Seoul, Republic of Korea;Twitter for iPhone;'BTS', '?????', 'MakeItRight'
373913;1160036142667816961;1190232081722302464;Seoul, Republic of Korea;Twitter for Android;'BTS', '?????', 'MakeItRight'
373935;1066211511188643840;1190232095357984769;Indonesia;Twitter for Android;'MAMAVOTE', 'BTS', 'MAMAVOTE', 'TXT'
373946;952915997958139904;1190232100500168704;Viet Nam;Twitter for Android;'BTS', '?????', 'MakeItRight'
373958;309021590;1190232107856982016;Republic of the Philippines;Twitter for iPad;'BTS', '?????', 'MakeItRight'
374175;1167855761948434432;1190232213138202624;Indonesia;Twitter for Android;'BTS', '?????', 'MakeItRight'
374176;1136981587097112577;1190232213155041280;Indonesia;Twitter for Android;'BTS', '?????', 'MakeItRight'
374181;1082935849812033536;1190232216258801664;????;Twitter for iPhone;'?????', '???', '??????', 'bts', 'jhope', 'ChickenNoodleSoup'
374297;992849637710049280;1190232272017842176;Seoul, Republic of Korea;Twitter for Android;'BTS', '?????', 'MakeItRight'
374328;1104759671045287937;1190232288962867200;Malaysia;Twitter for Android;'BTS', '?????', 'MakeItRigh'
374416;905560281807446016;1190232320604696576;???? ??;Twitter for Android;'??', 'JUNGKOOK', 'BTS'
374486;885744812980228096;1190232354381451264;Viet Nam;Twitter for Android;'BTS', '?????', 'MakeItRight'
374507;920293174873960448;1190232362342207489;?????????;Twitter for Android;'??', 'JUNGKOOK', 'BTS'
374577;1114123230753636352;1190232396781633536;Viet Nam;Twitter Web App;
374593;4904689946;1190232407116521472;Mexico;Twitter for Android;'BTS', 'JIMIN', '??'
374598;2489422543;1190232408873996288;Republic of the Philippines;Twitter for Android;'BTS', '?????'
374604;1482285024;1190232409574391808;Brasil;Twitter for Android;'BTS', 'MAMAVOTE'
374647;1124852740335685632;1190232431036526592;Seoul, Republic of Korea;Twitter for Android;'MAMAVOTE', 'BTS'
374670;3331206532;1190232445011890176;?????????;Twitter for Android;
374742;975507013684944896;1190232479770263552;United States;Twitter for iPhone;
374762;2233270831;1190232488691433472;?????????????, ?????????;Twitter for Android;'2019MAMA', 'BTS', 'MAMAVOTE'
374767;859257017705283584;1190232492336283648;United States;Twitter for Android;
374784;4643502373;1190232498896138242;?????????;Twitter for iPhone;
374841;194787046;1190232528327716864;Mexico;Twitter for Android;'BTS', '?????', 'MakeItRight'
374858;864130666358685696;1190232538607865856;Viet Nam;Twitter for iPhone;'JIMIN', 'BTS'
374868;1077231146788839426;1190232546270793733;???? ??;Twitter for Android;'BTS', '?????', 'MakeItRight'
374892;985885198611918850;1190232558019076096;?????????;Twitter for Android;
374909;798505266371117057;1190232568999768066;Indonesia;Twitter for Android;
374970;1023894882731978752;1190232605649592320;??;Twitter for iPhone;'??????', 'BTSV', 'V', '???', 'TAEHYUNG', '?????', 'BTS'
374992;969270112296595459;1190232619608350720;Brasil;Twitter for Android;'BTS', '?????', 'MakeItRight'
375086;1035271257070030848;1190232665225433090;Viet Nam;Twitter for iPhone;'?????', 'BTS', '???', 'RM', 'NAMJOON'
375416;1113838970830376961;1190232821350068224;Viet Nam;Twitter for Android;'MAMAVOTE', 'bts'
375431;376639171;1190232829034057728;????;Twitter for Android;'MAMAVOTE', 'BTS'
375476;974266594976137216;1190232858599641089;Indonesia;Twitter for Android;'BTS', '?????', 'MakeItRight'
375548;737602213917261827;1190232898479124480;????;Twitter for Android;'BTS', '?????', 'MakeItRight'
375561;980276040856608768;1190232908109242369;Indonesia;Twitter for Android;'bts', '?????', 'Jhope', 'jhope', '???', '??', '???'
375585;1107623420265533440;1190232918792163328;Indonesia;Twitter for Android;
375671;2824155279;1190232958109650946;???? ??;Twitter for Android;'jimin', 'jungkook', 'jikook', 'kookmin', 'bts'
375672;1024277795856240642;1190232958197620736;?????????????, ?????????;Twitter for Android;'kookv'
375686;994448565064818688;1190232965378215936;Indonesia;Twitter for Android;'MAMAVOTE', 'BTS'
375730;1114150161654018048;1190232984256835584;Viet Nam;Twitter for Android;'?', 'BTSV', '??', 'TAEHYUNG', '?????', 'BTS'
376007;1015501792224821250;1190233123679694848;??;Twitter for Android;'BTS', 'taehyung'
376030;799125703581003776;1190233135071412224;Viet Nam;Twitter for Android;
376035;3151681135;1190233138993098753;?????????????, ?????????;Twitter for iPhone;'SpeakYourselfTheFinal', 'MAMAVOTE', 'BTS'
376059;729740194480525312;1190233152096231424;Brasil;Twitter for Android;
376075;1110779375765471232;1190233162560860160;Republic of the Philippines;Twitter for Android;'?????', '?????????', '?????????', 'BTS'
376180;840181310358396928;1190233213580398593;Seoul, Republic of Korea;Twitter for Android;'?????', '???', '??????', 'bts', 'jhope', 'ChickenNoodleSoup'
376187;1188849842199642114;1190233219771387904;Brasil;Twitter for Android;'JIMIN', 'BTS'
376300;1104162950527430656;1190233279049240576;???? ??;Twitter for Android;'MAMAVOTE', 'BTS'
376307;964484516650795008;1190233284103426053;?????????????, ?????????;Twitter for iPhone;'IDOLCHALLENGE', 'IDOLDanceChallenge', 'BTS', '?????', 'IDOL', 'BTSARMY'
376312;908644996290551809;1190233287974801409;??;Twitter for iPhone;'speakyourselfthefinal', 'BTS_SY_FINAL', 'LoveYourselfSpeakYourself', 'JIN', 'BTS', '???'
376328;1102392058206023680;1190233298724769797;Seoul, Republic of Korea;Twitter for Android;
376499;1153168184276475904;1190233376726253568;????;Twitter for Android;
376521;817282891801497601;1190233386209595392;?????????;Twitter for Android;'JIMIN', 'BTS'
376538;1015885074254852097;1190233395940380673;?????????;Twitter for Android;'bts', '?????', 'Jhope', 'jhope', '???', '??', '???'
376553;1153666040963796993;1190233404362522624;???? ??;Twitter for Android;
376616;1015822943715131392;1190233433135386624;Seoul, Republic of Korea;Twitter Web App;'JIMIN', 'BTS'
376712;1119969576903561217;1190233484867956736;??;Twitter for iPhone;
376722;1099589925542871040;1190233492115734529;Seoul, Republic of Korea;Twitter for Android;'BTS', '?????', 'MakeItRight'
376756;2838993548;1190233508205060096;??;Twitter for iPhone;
376759;948054081460981760;1190233513171271680;United States;Twitter for iPhone;'BTS', '?????', 'MakeItRight'
376780;1138483611533840384;1190233519810703361;Republic of the Philippines;Twitter for Android;'MAMAVOTE', 'BTS'
376819;1073131494191783936;1190233539695874048;????;Twitter for Android;'BTS', '?????', 'MakeItRight'
376826;740740469785645056;1190233544657788928;?????????????, ?????????;Twitter for Android;'BTS????????'
376861;1087492113640476673;1190233567390912513;Indonesia;Twitter for iPhone;
376871;751399401843675137;1190233572151447552;???? ??;Twitter for iPhone;'?????', 'BTS'
376898;1042441359364259841;1190233580007354368;Indonesia;Twitter for Android;
376939;1173043837297553409;1190233600806883328;??;Twitter for Android;
376956;1004060765203021824;1190233606985109504;Seoul, Republic of Korea;Twitter for Android;'JIN', '???', 'BTS', '????_1?????', '??????', '???', '?????'
376966;1078996459805061121;1190233611947003911;??;Twitter for iPhone;
377029;1173984549958606849;1190233648424865792;Viet Nam;Twitter for Android;'BTS', 'MAMAVOTE', 'BTS'
377071;906908638077493248;1190233669165817856;United States;Bot Libre!;'MAMAVOTE', 'bts', 'txt'
377077;731466939265130497;1190233675423608833;??;Twitter for Android;
377167;869375993219170305;1190233709485555712;Indonesia;Twitter for Android;'?????', 'BTS', '???', 'RM', 'NAMJOON'
377212;973920726892728322;1190233732751360000;?????????????, ?????????;Twitter for Android;
377218;1112355297169801222;1190233734882004992;????;Twitter for Android;'V', 'TAEHYUNG', '??', '?', '?????', 'BTS'
377245;1122471373329166336;1190233746223456256;?????????;Twitter for Android;'V', '?', '??', '???', 'TAEHYUNG', '??????', 'BTSV', '?????', 'BTS'
377319;4830642912;1190233782235779073;??;Twitter for iPhone;'MAMAVOTE', 'BTS'
377331;937735726766088193;1190233788699164673;????;Twitter for iPhone;
377378;3042663732;1190233814666117121;Republic of the Philippines;Twitter for Android;'BTS', '?????', 'MakeItRight'
377392;1003591934101762048;1190233819774738432;????;Twitter for Android;'MAMAVOTE', 'BTS'
377414;1139817522;1190233830315216897;Brasil;Twitter for Android;'bts', 'btsfanart', 'MAMAVOTE', 'BTS'
377668;1057523638176489474;1190233973282095105;??;Twitter for Android;'BTS???', '???????'
377693;1101669665049206785;1190233984430555136;????;Twitter for Android;'speakyourselfthefinal', 'BTS_SY_FINAL', 'LoveYourselfSpeakYourself', 'JIN', 'BTS', '???'
377730;1002920732563607553;1190234002713542656;????;Twitter for Android;
377771;1054209629775781888;1190234021659201536;?????????;Twitter for Android;'V', '?', '??', '???', 'TAEHYUNG', '??????', 'BTSV', '?????', 'BTS'
377823;1135204203322720256;1190234044962787330;Indonesia;Twitter for iPhone;
377835;1007762024338579456;1190234051870769158;????;Twitter for iPhone;'?????', 'BTS', '??', '???', 'JK', 'JUNGKOOK', '???', '???', '???', '???', '???', '???'
377928;1072839455529025536;1190234095663505408;Seoul, Republic of Korea;Twitter for Android;
377957;868947683699863552;1190234107730513920;Malaysia;Twitter for iPhone;
377977;1086160222568108032;1190234116999933952;????;Twitter for Android;'JIN', 'BTS', '???', '?', '?????', '??????', 'BTS'
378010;1063409333562560512;1190234132812423168;?????????;Twitter for Android;'??', '??', '??', 'BTS'
378016;1675140792;1190234135282892801;????;Twitter for Android;'???', '??', 'jhope', 'BTS'
378037;996950813388898304;1190234147156979713;?????????????, ?????????;Twitter for iPhone;'?', 'V', 'taehyung', '??', '???', '??', '?????', 'BTS', '?????', 'BTSV'
378129;1079229880468795392;1190234191872417792;??;Twitter for Android;'MAMAVOTE', 'BTS'
378184;4648832892;1190234215352131584;Indonesia;Twitter for Android;'BTS', '?????', 'MakeItRight'
378357;2894672814;1190234298512592896;??;Twitter for iPhone;'MAMAVOTE', 'bts'
378399;830445212400963584;1190234320234938369;Thailand;Twitter for Android;'BTS', 'JHOPE', 'HOSEOK', 'SYSFINAL', '???', '???', '?????', '???', '?????', '???'
378400;838382936038625280;1190234320415285249;??;Twitter for iPhone;'?????', '?????????', '?????????', 'BTS'
378433;2360705844;1190234340556296193;Indonesia;Twitter for Android;
378451;859643415188865024;1190234347598573568;??;Twitter for Android;'BTS'
378502;1035539950039576576;1190234379752071168;Viet Nam;Twitter for Android;
378505;878243705873772544;1190234379387166720;????;Twitter for iPhone;'???', '???', '????', '????', '??', 'bts'
378543;798555436769083393;1190234395304554496;Viet Nam;Twitter for Android;'SUGA', '??', 'BTS'
378563;945441616784850944;1190234403911426048;Mexico;Twitter for Android;'BTS', '?????', 'MakeItRight'
378599;1118746763811123200;1190234423888756738;Republic of the Philippines;Twitter for iPhone;'BTS', '?????', 'MakeItRight'
378881;998222524168065024;1190234576901173248;Viet Nam;Twitter for Android;'BTS', '?????', 'MakeItRight'
378894;595445736;1190234582970327042;Thailand;Twitter for iPhone;'RM', '??', '???', '?????', 'BTS', 'SOLID_RM'
378899;1054320649437466624;1190234583607865346;Viet Nam;Twitter for Android;'bts', '?????', 'Jhope', 'jhope', '???', '??', '???'
378918;1020294689000321024;1190234594890506240;????;Twitter for iPhone;'JIMIN', 'BTS'
378976;1156537699957760000;1190234622203817984;Republic of the Philippines;Twitter for Android;'MAMAVOTE', 'BTS'
379015;1126385131151708161;1190234642563002368;??;Twitter for iPhone;'MAMAVOTE', 'bts'
379061;952054018347474944;1190234666508288000;?????????????, ?????????;Twitter for Android;'JIMIN', 'BTS'
379085;1024185308332490752;1190234673076563968;Republic of the Philippines;Twitter for iPhone;'???', 'JUNGKOOK', 'JK', '?????', 'BTS'
379089;779905144506818560;1190234674980769795;?????????????, ?????????;Twitter for iPhone;
379118;1011732157545345024;1190234685126766592;??;Twitter for iPhone;'MAMA', 'BTS', '????'
379157;919172461723127808;1190234697281916928;Indonesia;Twitter for Android;'??', 'BTS', 'JUNGKOOK'
379319;1023218404235272193;1190234779767017472;Viet Nam;Twitter for iPhone;'bts', '?????', 'Jhope', 'jhope', '???', '??', '???'
379451;217792345;1190234848063086594;Mexico;Twitter for Android;'BTS', '?????', 'MakeItRight'
379547;966709266051665920;1190234892316987392;Brasil;Twitter for Android;
379739;836366347739123716;1190235003348606979;??;Twitter for iPhone;'BTS????', '???????', 'ARMY', 'BTS'
379747;821511789619748865;1190235006305615872;??;Twitter for iPhone;'?????', 'BTS'
379780;1058547887204818944;1190235023087042561;?????????;Twitter for Android;'MAMAVOTE', 'bts'
379888;1029238367060258817;1190235078573486080;?????????;Twitter for iPhone;'MAMAVOTE', 'bts'
379893;2217656868;1190235072848261120;Indonesia;Twitter for Android;'MAMAVOTE', 'BTS'
380000;1062921244549369857;1190235130322800640;Indonesia;Twitter for Android;'?', 'V', 'taehyung', '??', '???', '??', '?????', 'BTS', '?????', 'BTSV'
380121;972165402909429761;1190235184265859072;Brasil;Twitter for Android;'BTS', '?????', 'MakeItRight'
380152;1185097597679067136;1190235200782917632;Thailand;Twitter for Android;
380228;1071364917859512320;1190235235373342720;Seoul, Republic of Korea;Twitter for Android;'speakyourselfthefinal', 'BTS_SY_FINAL', 'LoveYourselfSpeakYourself', 'JIN', 'BTS', '???'
380347;730905502473846784;1190235293875654658;United States;Twitter for iPhone;'BTS', '?????', 'MakeItRight'
380365;1077259703715979264;1190235300619927552;Republic of the Philippines;Twitter for Android;'MAMAVOTE', 'BTS'
380368;1086961756360953856;1190235301232332800;Viet Nam;Twitter for Android;'JIMIN', 'BTS'
380430;819514299320107009;1190235328679821312;??;Twitter for iPhone;'BTS', '?????', 'MakeItRight'
