;user_id;tweet_id;location;source;hashtags
240334;622743946;1190172143918686208;Seoul, Republic of Korea;Twitter for iPhone;'mma2019', 'mma', '???', '??', '???????', '??', '???', 'JIMIN', '????'
240387;1071215266661421056;1190172179855364096;Viet Nam;Twitter for iPhone;'JIMIN', 'BTS'
240414;1081014885788528640;1190172202072600576;Republic of the Philippines;Twitter for Android;'BTS', 'JUNGKOOK'
240430;1105677476825456640;1190172210780000257;Indonesia;Twitter for Android;'?????', 'BTS'
240445;865843292;1190172216647794688;Indonesia;Twitter for iPhone;'MAMAVOTE', 'BTS'
240546;1099973014370709504;1190172279767830528;?????????;Twitter for Android;'?????', 'BTS', '??', 'JIMIN', 'JM', '??', 'V'
240567;2557969680;1190172291746844677;??;Twitter for Android;'BigHit', 'BTS', 'TXT'
240621;4673820973;1190172326995746818;Seoul, Republic of Korea;Twitter for iPhone;
240697;942055875505614848;1190172376496922625;?????????;Twitter for Android;
240803;1038577411577630720;1190172438799085568;Republic of the Philippines;Twitter for iPhone;'MAMAVOTE', 'BTS'
240819;936785439381266434;1190172450471833600;Republic of the Philippines;Twitter for Android;'BigHit', 'BTS', 'TXT'
240825;1190169058429169664;1190172453689053184;???? ??;Twitter for iPhone;'BTS', 'B1A4', 'SANDEUL', 'JIN'
240896;842361508566835200;1190172504666595328;Brasil;Twitter for iPhone;
240962;1014790184833961984;1190172549658767361;United States;Twitter for Android;
240965;790733934;1190172550992543744;???? ??;Twitter for Android;'CouplesCostume', 'HappyHalloween', 'BTS', 'JIMIN'
241005;1029065907320934400;1190172579006312448;Indonesia;Twitter for Android;
241013;397979228;1190172588095332352;Thailand;Twitter Web App;'???', 'Jhope', '???', 'Hoseok', 'BTS', '?????', '?????'
241037;946748000260329472;1190172608580313088;Republic of the Philippines;Twitter for Android;'BTS'
241052;905842590595006464;1190172616029396993;Viet Nam;Twitter for Android;
241097;899286035519033345;1190172646245163008;??;Twitter for iPad;
241100;956521416718888960;1190172647658668033;Seoul, Republic of Korea;Twitter for Android;'MAMAVOTE', 'BTS'
241159;1056378118028451840;1190172688221798400;????;Twitter for Android;'JIN'
241267;1167949061988634625;1190172768601427970;Indonesia;Twitter for Android;
241293;1064850719394562048;1190172783357022208;?????????;Twitter for Android;'JHope', '???', '???', '??', 'BTS', '?????'
241320;1015155648919564288;1190172794383814657;Indonesia;Twitter for Android;'BTS', 'JUNGKOOK'
241327;1074743292598730752;1190172797638590469;Malaysia;Twitter for Android;
241371;4562381854;1190172829909540864;Viet Nam;Twitter for Android;'JIMIN', 'BTS'
241375;2500602901;1190172832933613569;Malaysia;Twitter for Android;
241378;997440784667312128;1190172833411780608;Republic of the Philippines;Twitter for iPhone;'BTS'
241388;837957733517160449;1190172840261079040;????;Twitter for Android;'JIMIN', 'BTS'
241418;715956851133644801;1190172864650964992;????;Twitter for Android;'JIN'
241456;973034191871856640;1190172894787063808;Indonesia;Twitter for iPhone;'speakyourselfthefinal', 'BTS_SY_FINAL', 'LoveYourselfSpeakYourself', 'JIN', 'BTS', '???'
241477;3317290536;1190172910935302144;Mexico;Twitter for Android;
241510;1171719921857753088;1190172927875899392;????;Twitter for iPhone;
241584;936898303479836673;1190172973853839360;?????????;Twitter for Android;
241640;354256530;1190173010407223301;????;Twitter Web App;'BTS', '?????'
241686;1306372746;1190173041646428161;?????????????, ?????????;Twitter for Android;'JHope', '???', '???', '??', 'BTS', '?????'
241735;805679957489766401;1190173079881695232;?????????;Twitter for Android;'?????', '???', '??????', 'bts', 'jhope', 'ChickenNoodleSoup'
241752;968757503843557377;1190173095081889792;????;Twitter for iPhone;
241758;915072524819480576;1190173098257108993;??;Twitter for Android;'BTS'
241829;2897779583;1190173150253854720;Mexico;Twitter Web App;'BTS'
241838;1015687785481527297;1190173153768558592;Indonesia;Twitter for Android;'BTS'
241841;2748796105;1190173155978989568;Indonesia;Twitter for Android;
241862;1018359365714132992;1190173169480372224;Viet Nam;Twitter for iPhone;'bts', 'seokjinfanart', 'btsfanart'
241899;570459917;1190173197338988544;Indonesia;Twitter for iPhone;'speakyourselfthefinal', 'BTS_SY_FINAL', 'LoveYourselfSpeakYourself', 'JIN', 'BTS', '???'
241959;1059646027777462272;1190173240833892357;????;Twitter for Android;
242019;794588689187807232;1190173287453777920;Mexico;Twitter Web App;
242119;2371991736;1190173348954722304;Viet Nam;Twitter for Android;'kimtaehyung', '???', '??', '?', 'V', '?????', 'BTS', 'SpeakYourselfTheFinal_D3'
242123;1140073490587852800;1190173351966208001;Indonesia;Twitter for Android;'TillNextTimeJimtober', 'JIMIN', '??', 'BTS'
242127;1041373255804760065;1190173355732656128;????;Twitter for Android;'BTS', '?????'
242129;840065853387284481;1190173357586538497;Republic of the Philippines;Twitter for Android;
242134;1067955593753714688;1190173360241528833;United States;Twitter for Android;
242139;729254511194169344;1190173363731218433;????;Twitter for Android;'BTS', 'SUGA', '???', 'SOPE'
242148;518350635;1190173367573204992;Thailand;Twitter for iPhone;'JHope', '???', '???', '??', 'BTS', '?????'
242236;1109723651216035840;1190173417703530496;Seoul, Republic of Korea;Twitter for Android;'?????', 'BTS'
242250;855342768800935936;1190173429942538240;Mexico;Twitter for Android;'MAMAVOTE', 'BTS'
242263;756003487922593792;1190173436833751040;Thailand;Twitter Web App;'BTS'
242290;1052539402184839168;1190173454592442368;Seoul, Republic of Korea;Twitter for Android;
242295;770977044842766337;1190173458283450369;???? ??;Twitter for iPhone;'???_???_??', '???_????????_??', '?????????_???', 'Jin', '?', '???', '?????'
242304;1073965545936941056;1190173461563363328;?????????;Twitter for Android;'??', 'JUNGKOOK', 'JK', '?????', 'BTS_SY_FANAL', 'MAMAVOTE', 'BTS'
242316;799350288222068736;1190173472820887552;?????????????, ?????????;Twitter for iPhone;'BTS', 'JIMIN', 'JIMTOBER'
242397;1019169590532702208;1190173515615358977;Seoul, Republic of Korea;Twitter for Android;
242419;842569109200019457;1190173533613150210;?????????;Twitter for Android;
242426;540828434;1190173539485093890;Indonesia;Twitter for Android;'halloween2019', 'happpyhalloween', 'BTS'
242430;954480344790581248;1190173543847219200;??;Twitter for iPhone;
242436;1155437818723704832;1190173548263792641;??;Twitter for Android;'MAMAVOTE', 'BTS'
242471;1346246995;1190173572880162816;Indonesia;Twitter for Android;'btsandredvelvetcollab', 'BTS', 'RedVelvet', 'BTSRV', 'BangVelvet'
242473;825996234443796481;1190173573727412224;Seoul, Republic of Korea;Twitter for iPhone;'MAMAVOTE', 'BTS'
242484;926311324799287296;1190173583483363328;???? ??;Twitter for Android;'JIMIN', 'BTS'
242518;3312651578;1190173604853321729;????;Twitter for iPhone;'MAMAVOTE', 'bts'
242582;1106909995428265984;1190173647417163776;Republic of the Philippines;Twitter for Android;
242602;1104651902078210050;1190173659740045312;Viet Nam;Twitter Web App;'SUGA', 'MAMAVOTE', 'bts'
242636;788561750845108225;1190173681512669185;??;Twitter for Android;
242664;876429351650082818;1190173702224142336;????;Twitter for Android;'??', 'JUNGKOOK', 'BTS'
242666;434742138;1190173707198558208;Thailand;Twitter for iPhone;'Social50'
242752;1148863101657161728;1190173768313786369;Indonesia;Twitter for Android;'halloween2019', 'happpyhalloween', 'BTS'
242824;1161600983970938880;1190173817601003520;Indonesia;Twitter for Android;'BTS'
242833;1116691740797194241;1190173822860722176;??;Twitter for iPhone;'?????', 'BTS'
242837;1090039881345220609;1190173824488296448;United States;Twitter for Android;'MAMAVOTE', 'BTS'
242853;1165214846322823169;1190173835879833600;Indonesia;Twitter for Android;
242884;1098036909580771329;1190173863016988672;Indonesia;Twitter for Android;'BTS'
242927;1118786187978612736;1190173895573196801;Indonesia;Twitter for iPhone;'jungkook', '??', 'BTS'
242930;906817657944420352;1190173897972301825;??;Twitter for Android;'?????', 'BTS', '??', 'JIMIN'
243016;1060893646533185536;1190173951130923008;????;Twitter for Android;'BTS', 'JIMIN', 'JIMTOBER'
243168;911834452275355649;1190174075630411777;Viet Nam;Twitter for Android;'JIMIN', 'BTS'
243194;1042746994429583360;1190174096014729216;???? ??;Twitter for Android;'2019MAMA'
243213;1040537142714224640;1190174109679800320;???? ??;Twitter for iPhone;'BTS', '?????'
243267;1113812693369012224;1190174157390020610;Indonesia;Twitter for iPhone;'BTS', '??????', '???', 'JIN', '?', '??', 'SEOKJIN', '???'
243485;871993372155588610;1190174290915627008;Seoul, Republic of Korea;Twitter for iPhone;'JIMIN', 'BTS'
243488;1149145696773103616;1190174292652113926;Viet Nam;Twitter for Android;'MAMAVOTE', 'BTS'
243538;981590710934683648;1190174318610673664;Indonesia;Twitter for Android;'MAMAVOTE', 'BTS'
243594;1174347762843783168;1190174348448919552;????;Twitter for iPhone;'2019MAMA', '?????', 'BTS', 'BTS'
243699;1102173049766346752;1190174419945000961;????;Twitter for iPad;'MAMAVOTE', 'BTS'
243740;4854824850;1190174443261136898;Indonesia;Twitter for iPhone;'?????', 'BTS'
243863;1120959102476115970;1190174504024080384;???? ??;Twitter for Android;
243912;784042631902789634;1190174539415601152;?????????;Twitter for Android;'JHope', '???', '???', '??', 'BTS', '?????'
243917;1093170583838183424;1190174543798624256;??;Twitter for iPhone;
243960;1064791933220880384;1190174573083295745;??;Twitter for Android;'MAMAVOTE', 'bts'
243981;1091532277471940608;1190174588396855296;Mexico;Twitter for Android;
243992;3098392265;1190174594436665344;Brasil;Twitter for Android;
244042;1138966414205657088;1190174630952071168;Viet Nam;Twitter for Android;'?????', 'BTS', '??', 'JIMIN', 'JM', '??', 'V'
244046;892181820413890563;1190174633024049152;???? ??;Twitter for Android;'MAMAVOTE', 'BTS'
244111;1019542050973204480;1190174681644429312;?????????????, ?????????;Twitter for Android;'?', 'V', 'taehyung', '??', '???', '??', '?????', 'BTS', '?????', 'BTSV'
244126;422335541;1190174693635969024;Malaysia;Twitter for Android;
244143;732524165425569792;1190174706864816128;Malaysia;Twitter for iPhone;'??', 'JUNGKOOK', 'BTS'
244177;237317733;1190174726489952262;Malaysia;Twitter for Android;
244214;1053764411003875328;1190174759176114177;Thailand;Twitter for Android;'SUGA', '??', '??', '???', '?????', 'BTS'
244233;995238980059713537;1190174775169040384;???? ??;Twitter for iPhone;'?????', '?', 'JIN', 'BTS', '??????', '???'
244274;702107167034224640;1190174805317709824;?????????????, ?????????;Twitter for Android;'BTS', 'JIMIN', 'JIMTOBER'
244277;744441242101022721;1190174807054110720;Republic of the Philippines;Twitter for iPhone;
244302;865164712387911680;1190174821692297216;Republic of the Philippines;Twitter for iPhone;
244350;4319889559;1190174851060781056;Indonesia;Twitter for Android;
244360;998328906900885504;1190174858690191366;Republic of the Philippines;Twitter for Android;
244405;1161290896488521731;1190174887886741505;????;Twitter for Android;
244458;1168150975946715136;1190174914147311617;Republic of the Philippines;Twitter for Android;'BTS', 'JUNGKOOK'
244637;1051111929660338176;1190175027934547968;Republic of the Philippines;Twitter for Android;
244676;938938505559908352;1190175053255602176;???? ??;Twitter for iPhone;'BTS', '??????', '???', 'JIN', '?', '??'
244753;4069277479;1190175105172697088;Thailand;Twitter for iPhone;'?????', 'BTS'
244755;960473803636617217;1190175105441124353;??;Twitter for Android;'BTS', 'JUNGKOOK'
244762;1182757241914458112;1190175109069205504;????;Twitter for Android;'??', '?', 'Taehyung', 'BTSV', 'BTS', '?????'
244767;4731544058;1190175110398799877;????;Twitter for Android;'BTS'
244780;1025765266540572672;1190175122297982976;????;Twitter for Android;'JIMIN', 'BTS'
244902;1027199471673720832;1190175197753561089;??;Twitter for Android;'MAMAVOTE', 'bts'
244937;736746560780800000;1190175218041417728;????;Twitter for iPhone;'halloween2019', 'happpyhalloween', 'BTS'
245013;2923976269;1190175265080500224;Indonesia;Twitter Web App;'BigHit', 'BTS', 'TXT'
245078;1029364773027106816;1190175305748533249;????;Twitter for iPhone;'LoveMyself', '?????', 'BTS'
245131;860027584511225856;1190175341957935105;?????????;Twitter for Android;'BTS', '?????'
245141;1045896859569446912;1190175347645353985;United States;Twitter Web App;'MAMAVOTE', 'BTS'
245229;1062730232904376320;1190175406139179009;??;Twitter for iPhone;
245235;1164209851095846912;1190175411587567616;??;Twitter Web App;
245238;956824543720488960;1190175413017829378;Thailand;Twitter for iPhone;'??', 'JUNGKOOK', 'BTS'
245335;1122504753093591040;1190175475932553217;Republic of the Philippines;Twitter for iPhone;'Namjin', 'MAMAVOTE', 'bts'
245352;3288637362;1190175490335600640;Malaysia;Twitter for Android;
245516;1057627804928565248;1190175605699952651;United States;Twitter for Android;
245532;1028997059288784896;1190175617234292736;?????????;Twitter for Android;'JIMIN', 'BTS'
245620;1083409575846375424;1190175682489241601;Indonesia;Twitter for Android;
245808;3223795603;1190175809027203073;Malaysia;Twitter for iPhone;'BTS'
245818;1086432757918519296;1190175818594439168;Malaysia;Twitter for iPhone;
245862;1098915685583876096;1190175843131129856;Republic of the Philippines;Twitter for Android;'MAMAVOTE', 'BTS'
245910;1127464152027389952;1190175872327667712;???? ??;Twitter for Android;'?????', 'BTS', '???', 'RM', 'NAMJOON'
245964;1156104710648057857;1190175906267926528;?????????;Twitter for iPhone;'bts', 'btsfanart', 'MinYoongi', 'minsuga', 'BANGTAN', 'SUGA'
245989;1114900334919307266;1190175925112987649;Republic of the Philippines;Twitter for Android;
246031;984671986105303040;1190175951377727488;?????????;Twitter for Android;'JHope', '???', '???', '??', 'BTS', '?????'
246064;1142148966328369153;1190175970893926401;Indonesia;Twitter for Android;
246085;3233463212;1190175991613681664;Malaysia;Twitter for iPhone;'ThankyouJIN', 'ThankyouBTS'
246147;892206268454060032;1190176032474533890;Republic of the Philippines;Twitter for Android;'MAMAVOTE', 'BTS'
246151;347164141;1190176036882767872;??;Twitter for Android;'BTS'
246163;965031657068642305;1190176041861447680;????;Twitter for Android;'GrupoDoAno', 'POPTimeAwards', 'BTS'
246237;930186847569006593;1190176087650779138;????;Twitter for Android;'JIMIN', 'BTS'
246266;951692740680589313;1190176103756775425;???? ??;Twitter for Android;
246371;2797540206;1190176163328483329;Republic of the Philippines;Twitter Web App;'BTS'
246467;1066708626587320320;1190176235046850560;Indonesia;Twitter for Android;'BTS', 'JUNGKOOK'
246515;1088784891767021568;1190176265677918208;??;Twitter for iPhone;'MAMAVOTE', 'bts'
246526;996701377098268674;1190176268840423425;????;Twitter for Android;
246576;1061139028504805377;1190176297491685376;????;Twitter for iPad;'MAMAVOTE', 'BTS'
246578;1643905826;1190176298431172608;Indonesia;Twitter for Android;'?????', 'BTS'
246598;1605975348;1190176311127314432;Republic of the Philippines;Twitter for iPhone;'BTS', '?????'
246600;1077840087755313152;1190176313333534720;????;Twitter for Android;'JIMIN', 'BTS'
246638;976979712336576517;1190176334497976320;????;Twitter for iPhone;'?????', '?????????', '?????????', 'BTS'
246685;857126015738499072;1190176362746658816;Seoul, Republic of Korea;Twitter for Android;'BTS_SY_FINAL', '??', 'BTS', 'JUNGKOOK'
246689;1023780219067330560;1190176363669409792;?????????????, ?????????;Twitter for Android;'MAMAVOTE', 'bts'
246697;990941677115199488;1190176369545629697;Republic of the Philippines;Twitter for Android;
246710;2565014486;1190176376915017728;??;Twitter for iPad;
246738;906182656802639877;1190176385236688896;Mexico;Twitter for Android;'BTS'
246772;959287458012610561;1190176417897574401;???? ??;Twitter for Android;'???_???_??', '???_????????_??', '?????????_???', 'Jin', '?', '???', '?????', 'BTS'
246786;921289598055038976;1190176426026139648;????;Twitter for Android;'BTS'
246859;1061101263574581248;1190176479663083520;????;Twitter for iPad;'MAMAVOTE', 'BTS'
246925;1012857297217810432;1190176535984013312;?????????;Twitter for Android;'SFxBT21'
246961;1117784196540354560;1190176553365172227;Indonesia;Twitter for Android;
246988;1094971933400039424;1190176572377927680;United States;Twitter Web App;'BTS'
246990;772613675337125888;1190176574781325312;Republic of the Philippines;Twitter Web App;'?????'
246996;1015433027420209152;1190176580158377984;Republic of the Philippines;Twitter for Android;'TAEHYUN', 'KimTaehyung', 'bts', 'btsfanart', 'ArtistOnTwitter', 'Halloween'
247046;820624785331744770;1190176617445806080;Indonesia;Twitter for Android;'JIMIN', 'BTS'
247062;1033521319734697984;1190176627717599233;??;Twitter for iPhone;'MAMAVOTE', 'BTS'
247127;987727832469028864;1190176677906698240;Republic of the Philippines;Twitter for Android;'JIMIN', 'BTS'
247149;700739324988362752;1190176686802796545;Seoul, Republic of Korea;Twitter Web App;'?????', 'BTS', 'V', '?', '??', 'TAEHYUNG', '??'
247183;1174002414002888707;1190176707862507521;???? ??;Twitter for Android;'MAMAVOTE', 'BTS'
247192;1038672506616336384;1190176713398874117;???? ??;Twitter for Android;'BTS'
247211;1049741461288235008;1190176723544862720;Mexico;Twitter for Android;'BTS', 'JUNGKOOK'
247259;931585694450958336;1190176756667273216;Seoul, Republic of Korea;Twitter for Android;'BTS', 'JUNGKOOK'
247284;1045926340669689856;1190176774421958656;Seoul, Republic of Korea;Twitter for Android;
247341;1000919028808925184;1190176806214627328;Seoul, Republic of Korea;Twitter for Android;'?????', '?????????', '?????????', 'BTS'
247417;1169252796819918849;1190176867044614145;????;Twitter for Android;
247456;934510054438420480;1190176894022324224;?????????;Twitter for iPhone;'??????', 'BTS'
247494;1101868556495605762;1190176924141789184;United States;Twitter for Android;
247512;930572641093738498;1190176936166928384;Seoul, Republic of Korea;Twitter for iPhone;'BTS'
247546;726919267979939840;1190176962666352641;Indonesia;Twitter for Android;'speakyourselfthefinal', 'BTS_SY_FINAL', 'LoveYourselfSpeakYourself', 'JIN', 'BTS', '???'
247550;3043924879;1190176964893495296;?????????;Twitter for iPad;'MAMAVOTE', 'bts'
247556;940056964863729664;1190176965988274177;Thailand;Twitter for iPhone;'wishtatt', 'bts'
247619;793842105458176000;1190177019922829313;Indonesia;Twitter for Android;'MAMAVOTE', 'BTS'
247620;317131705;1190177020115709953;Thailand;Twitter for iPhone;'BTS', '?????'
247634;1069909093593141248;1190177032258240513;??;twittbot.net;'?????', 'BTS', '????', '???', '???', '?????', '??', '???', 'BTS??????', '??????'
247657;1012132789724934144;1190177043595423745;Indonesia;Twitter for Android;
247786;1162912291878141952;1190177148385972224;Indonesia;Twitter Web App;'BTS'
247806;1138103407271530496;1190177161220505600;???? ??;Twitter for Android;
247901;1070672633249710080;1190177217399029760;?????????????, ?????????;Twitter for iPhone;'BTS', '?????'
247910;1014714366019563522;1190177222167941120;United States;Twitter Web App;
247914;1111207845914017792;1190177224680341506;Indonesia;Twitter for iPhone;
247933;903850001394106368;1190177240748675072;?????????????, ?????????;Twitter for Android;'??', 'JUNGKOOK', 'JK', '?????'
247946;830362724244742144;1190177246863998976;?????????????, ?????????;Twitter for Android;'BTS', '?????'
247975;1033911628696190976;1190177262185771008;???? ??;Twitter Web App;'?????', '???', '??????', 'bts', 'jhope', 'ChickenNoodleSoup'
248012;1025400578363387905;1190177286131109888;Indonesia;Twitter for Android;'MAMAVOTE', 'BTS'
248036;1092225247649030144;1190177306070831104;??;Twitter for iPhone;'MAMA', 'BTS', '????'
248062;772797477577592835;1190177325335207936;Indonesia;Twitter for Android;
248063;229265505;1190177326258118656;Seoul, Republic of Korea;Twitter for Android;'halloween2019', 'happpyhalloween', 'BTS'
248159;993203632920186881;1190177396822925312;??;Twitter for iPhone;'MAMAVOTE', 'BTS'
248171;1106740915803033600;1190177404976656385;Indonesia;Twitter for iPhone;
248209;1082399393427456000;1190177431036059648;Seoul, Republic of Korea;Twitter for Android;'SUPERJUNIOR', 'BIGBANG'
248347;1126759658419441666;1190177531904741376;Indonesia;Twitter for Android;'MAMAVOTE', 'BTS'
248349;900756968612052993;1190177534480023552;?????????;Twitter for iPhone;'???', 'Jhope', '???', 'Hoseok', 'BTS', '?????', '?????'
248397;716736568828911616;1190177565199097856;??;Twitter for iPhone;'MAMAVOTE', 'bts'
248405;1147106537485156352;1190177568822947842;??;Twitter for iPhone;'MAMAVOTE', 'BTS'
248420;1140092312573190145;1190177580554407938;??;Twitter for Android;
248462;710081680334147584;1190177607397982208;Republic of the Philippines;Twitter for Android;'MAMAVOTE', 'bts'
248533;1014534249838309376;1190177652063129600;Indonesia;Twitter for Android;'??', '?', '?????', 'BTS', 'V'
248609;930598324977020928;1190177700557623299;?????????;Twitter Web App;'??', 'JUNGKOOK', 'JK', '?????', 'BTS_SY_FANAL', 'MAMAVOTE', 'BTS'
248642;1125453686430261249;1190177715132911616;?????????????, ?????????;Twitter for Android;'Jungkook', 'BTS'
248648;1119492949585219584;1190177719494905856;Seoul, Republic of Korea;Twitter for Android;'?????', 'BTS'
248666;1069613480045498369;1190177732925128705;Viet Nam;Twitter for Android;'?????', '?', '??', 'BTS', 'V', 'TAEHYUNG'
248683;1083439957262270464;1190177744492978176;???? ??;Twitter for iPhone;'?????', 'BTS'
248687;1143673621803442177;1190177746187513857;Malaysia;Twitter for Android;
248700;1140469475134730241;1190177754949378049;Indonesia;Twitter for Android;'BTS', '?????', 'Our_Universe', 'ARMY'
248702;1110934783712858114;1190177755867910146;??;Twitter for iPhone;'MAMAVOTE', 'bts'
248704;1173819631749890050;1190177757193355264;?????????????, ?????????;Twitter for Android;'BTS', '?????'
248769;1070290964;1190177799178338304;Indonesia;Twitter for Android;'?????', 'BTS'
248782;101684276;1190177810821726208;??;Twitter for iPhone;'2019MAMA', '?????', 'BTS', 'BTS'
248819;80362603;1190177840974589953;Thailand;Twitter for iPhone;'??'
248858;1073694864217382924;1190177867600138240;Mexico;Twitter for Android;'??', 'JUNGKOOK', '??', 'JIMIN', 'BTS', '?????'
248867;1044079894781546496;1190177873010675715;??;Twitter for iPhone;'MAMA', 'BTS', '????'
248899;548119259;1190177892405112832;Indonesia;Twitter for Android;'?????', 'BTS'
248908;833641901425205248;1190177901036986370;?????????;Twitter for Android;
248913;825683053133459461;1190177904002387968;?????????????, ?????????;Twitter for Android;'?', 'V', 'taehyung', '??', '???', '??', '?????', 'BTS', '?????', 'BTSV'
248947;910120147641278464;1190177926093762560;Malaysia;Twitter for Android;
248949;795494130067513344;1190177926941040640;??;Twitter for iPhone;'RT'
248953;3235985365;1190177930422321154;????;Twitter for Android;
248955;1070986485992542208;1190177932452360193;Seoul, Republic of Korea;Twitter for Android;'JIMIN', 'BTS'
248988;1142070982057684996;1190177960168263681;Indonesia;Twitter for iPhone;
248993;959235160301436928;1190177962538045440;Indonesia;Twitter for Android;'BTS'
248995;860130314437353472;1190177963787964416;Malaysia;Twitter Web App;
248996;1023035190304620544;1190177963972558850;Malaysia;Twitter for Android;'BTS', 'JUNGKOOK'
249003;980586877064482816;1190177967881760769;Mexico;Twitter for Android;
249158;793547844074344451;1190178068838502400;Malaysia;Twitter for Android;
249237;1131127470881509378;1190178127760093185;???? ??;Twitter for Android;'?', 'V', 'taehyung', '??', '???', '??', '?????', 'BTS', '?????', 'BTSV'
249384;855715402625597440;1190178226779197440;?????????;Twitter for iPhone;'BTS'
249398;3304478070;1190178241115541504;Mexico;Twitter for Android;'BTS', '?????'
249466;1113705952153202688;1190178279983996929;????;Twitter for Android;
249478;466473387;1190178288091557888;Indonesia;Twitter for Android;
249504;1165167392416260096;1190178307050033152;Mexico;Twitter for iPhone;'MAMAVOTE', 'BTS'
249507;1052481482248216577;1190178308387827712;??;Twitter for Android;'BTS', '?????'
249564;260703383;1190178339056521216;Indonesia;Twitter for Android;'JIMIN', 'BTS'
249578;1082643145634893825;1190178345947815936;????;Twitter for iPhone;'BTS', '?????'
249579;280551405;1190178348414095361;Malaysia;Twitter for Android;
249665;1065563521126023168;1190178407746699264;????;Twitter for iPhone;'JIMIN', 'BTS'
249670;838239275711770626;1190178411206987776;Seoul, Republic of Korea;Twitter for Android;
249702;1103414158404464641;1190178436997763072;Seoul, Republic of Korea;Twitter for Android;'halloween2019', 'happpyhalloween', 'BTS'
249727;1144483763243458562;1190178452248256512;Indonesia;Twitter for Android;'BigHit', 'BTS', 'TXT'
249779;1132030063996620800;1190178490978463750;Indonesia;Twitter for Android;'?????', 'BTS'
249792;181116667;1190178495571185664;Indonesia;Twitter for iPhone;
249806;973462736033034240;1190178512767815682;????;Twitter for iPhone;'JIN'
249843;1138662610285391872;1190178542073499648;Republic of the Philippines;Twitter for Android;
249862;1034178874907680768;1190178553825873920;Mexico;Twitter for Android;
249882;178290778;1190178565003702273;Thailand;Twitter Web App;'Taehyung', '?', 'V', '???'
249900;948558309916737536;1190178579989970945;Viet Nam;Twitter for Android;'???', '??', 'SUGA', '?????', 'BTS'
249957;732154851321241600;1190178615578824704;Republic of the Philippines;Twitter for Android;'speakyourselfthefinal', 'BTS_SY_FINAL', 'LoveYourselfSpeakYourself', 'JIN', 'BTS', '???'
250033;549921585;1190178657634926592;Indonesia;Twitter Web App;'Jungkook', 'Jungkookie', 'Euphoria', 'BTS', 'BTSLoveMyself'
250061;1038726066251083777;1190178681550827520;?????????;Twitter for iPhone;
250062;1124695731179143171;1190178681529847808;??;Twitter for Android;
250106;1326903462;1190178713607929856;??;Twitter for Android;'?????', '??', '?????'
250145;1030075646184062976;1190178741357441025;??;Twitter for iPhone;'BTS', '?????'
250256;3168200451;1190178813365243905;United States;Twitter for iPhone;'TillNextTimeJimtober', 'JIMIN', '??', 'BTS'
250257;4079141532;1190178814313168899;?????????;Twitter for iPhone;'?????????????', '?????????????bt21'
250261;35143419;1190178817526026240;Republic of the Philippines;Twitter for Android;
250299;970929915762790401;1190178847452471296;Seoul, Republic of Korea;Twitter for Android;'??', 'JUNGKOOK', 'JK', '?????', 'BTS_SY_FANAL', 'MAMAVOTE', 'BTS'
250353;909232212112838656;1190178880633495552;Republic of the Philippines;Twitter for Android;'BTS'
250384;1018029936722866177;1190178900875235330;????;Twitter for Android;'?', '??', 'BTS', '?????', 'V'
250387;1114691106380189697;1190178904075460609;Indonesia;Twitter for Android;'MAMAVOTE', 'BTS'
250398;980436901483053057;1190178915035181056;Indonesia;Twitter for Android;'MAMAVOTE', 'BTS'
250459;947817684611219456;1190178949130682368;?????????;Twitter for Android;'JIMIN', 'BTS'
250485;1079715354023145473;1190178964645433345;????;Twitter for Android;
250520;1033270736394174465;1190178987986706433;Malaysia;Twitter for Android;'MAMAVOTE', 'BTS'
250521;997522730684596224;1190178989454721025;??;Twitter for iPhone;'?????', '?', '??', 'BTS', 'BTSV', 'TAEHYUNG'
250525;1120526617908891653;1190178991191158785;Viet Nam;Twitter for iPhone;'halloween2019', 'happpyhalloween', 'BTS'
250544;733132362372907009;1190179011193761797;Indonesia;Twitter for Android;
250571;967347033035034624;1190179035436867584;????;Twitter for iPhone;'JIMIN', 'BTS'
250587;351593501;1190179058476187648;????;Twitter for iPhone;'??', 'JUNGKOOK', 'JK', 'BTS'
250634;3240141589;1190179096682041344;Viet Nam;Twitter for iPhone;'JHope', '???', '???', '??', 'BTS', '?????'
250650;1740535969;1190179109512417280;????;Twitter for iPhone;'?????', 'BTS'
250730;1095911176918069249;1190179162872373248;Indonesia;Twitter for Android;
250875;1130770402496507904;1190179267742588929;????;Twitter for Android;
250876;921547003540021249;1190179268350763008;Indonesia;Twitter for Android;'BTS'
250958;704833674160656384;1190179329017147392;?????????;Twitter for Android;'?????', 'BTS'
251001;926790601655271425;1190179363557462016;???? ??;Twitter for Android;'?????', 'BTS'
251014;1112664625059753984;1190179372814094336;???? ??;Twitter for Android;
251032;1044040879667736577;1190179387884204032;??;Twitter for Android;
251089;925167870635413505;1190179426631204864;Republic of the Philippines;Twitter for Android;'JungYonghwa', 'SuperJunior', 'TWICE'
251150;207886888;1190179468653907968;Indonesia;Twitter for iPhone;
251165;1111862759480807424;1190179479252918272;?????????;Twitter for iPhone;
251249;1113847668365615104;1190179530553454592;Seoul, Republic of Korea;Twitter for Android;'BTS', 'MAMAVOTE'
251260;910909567650873344;1190179536786186240;Thailand;Twitter for iPhone;
251274;1036897038972014592;1190179546504368128;Seoul, Republic of Korea;Twitter Web App;
